,Unnamed: 0,gentrifying_pct_chg_income_homeval_educ,gentrifying_pct_chg_income_homeval,gentrifying_pct_chg_homeval,key,Average_Word_Length,Average_Wordlength,Proportion_Words_Longer_Than_Five,Average_Readability_Score,Average_Syllables_Per_Word
587,587,1,1,1,2015_85307,4.313709513,4.313709513,0.216810091,51.57753846,1.304981557
707,707,1,1,1,2016_95966,4.401745864,4.401745864,0.23301492399999998,24.66485714,1.341920115
208,208,0,1,1,2015_28120,4.2867525639999995,4.2867525639999995,0.207650768,57.22922078,1.296582418
699,699,0,1,1,2013_93612,4.346972146000001,4.346972146000001,0.239204423,70.91833333,1.286570017
494,494,0,1,1,2016_85008,4.35297576,4.35297576,0.228937444,63.67253652,1.311851375
254,254,1,1,1,2013_28217,4.286683903,4.286683903,0.218699644,46.00365657,1.285845097
516,516,0,1,1,2015_85033,4.296156482,4.296156482,0.21391207199999998,66.97086957,1.29582283
518,518,0,1,1,2017_85033,4.328822484,4.328822484,0.216328529,72.02149492,1.3004623990000002
273,273,1,1,1,2013_29720,4.419117647,4.419117647,0.272058824,68.3,1.319852941
206,206,1,1,1,2013_28120,4.334375521,4.334375521,0.234493332,52.121612899999995,1.300399377
203,203,1,1,1,2015_28112,4.3394026189999995,4.3394026189999995,0.229644026,35.885,1.330912439
352,352,1,1,1,2014_44112,4.275203982,4.275203982,0.216905126,39.164375,1.2972586720000001
51,51,1,1,1,2015_15104,4.411877431000001,4.411877431000001,0.235005913,42.96864407,1.309940382
539,539,0,1,1,2013_85051,4.280856863,4.280856863,0.21647072399999998,56.64412607,1.285722859
96,96,0,1,1,2017_15140,4.57644805,4.57644805,0.249152581,76.99666667,1.3601059269999998
634,634,1,1,1,2014_89104,4.278259276,4.278259276,0.21439060199999999,59.01781891,1.286648745
83,83,0,1,1,2017_15132,4.377775876,4.377775876,0.23962829300000002,53.9946875,1.325343386
59,59,0,1,1,2016_15110,4.26015939,4.26015939,0.185969172,86.01,1.252807752
313,313,0,1,1,2015_44102,4.376876704,4.376876704,0.226080657,66.19413923,1.2990649909999998
212,212,0,1,1,2014_28127,4.078571429,4.078571429,0.201587302,56.36,1.2619047620000001
427,427,1,1,1,2016_44203,4.2829914769999995,4.2829914769999995,0.22124345899999998,56.36542857,1.289901123
310,310,1,1,1,2013_44092,4.292094525,4.292094525,0.219795842,60.21555556,1.295626326
9,9,0,1,1,2014_15003,4.516225964,4.516225964,0.240929699,60.51037037,1.333295023
702,702,1,1,1,2016_93612,4.348174566,4.348174566,0.242805402,56.52615385,1.3398968
472,472,1,1,1,2017_61801,4.43153696,4.43153696,0.237463495,67.36125874,1.328519573
24,24,1,1,1,2017_15035,4.357234274,4.357234274,0.235511153,58.53521739,1.334269674
272,272,1,1,1,2017_29432,4.307894737,4.307894737,0.142631579,89.41,1.235263158
306,306,0,1,1,2014_44055,4.019270182,4.019270182,0.186948537,48.11909091,1.2712184229999999
340,340,0,1,1,2017_44109,4.3527538439999995,4.3527538439999995,0.22529195300000002,66.21507853,1.304451472
538,538,0,1,1,2017_85043,4.326235928,4.326235928,0.22526698899999997,63.98361516,1.308304816
43,43,0,1,1,2017_15068,4.347637853,4.347637853,0.223866786,63.07116667,1.314037257
551,551,1,1,1,2015_85201,4.320838299,4.320838299,0.22055632,64.70976455,1.301455313
596,596,0,1,1,2014_85335,4.27814993,4.27814993,0.212546483,60.81166667,1.291963145
55,55,0,1,1,2015_15106,4.34756816,4.34756816,0.22795800100000002,59.18823232,1.305049543
2,2,1,1,1,2017_15240,4.68192894,4.68192894,0.279002259,51.23071429,1.398639371
370,370,1,1,1,2017_44120,4.492051958,4.492051958,0.250466568,64.72765625,1.34884155
602,602,1,1,1,2015_85345,4.307830245,4.307830245,0.21719735,64.74049767,1.299306865
196,196,1,1,1,2017_28083,4.430623293,4.430623293,0.232077007,70.10680851,1.320218501
39,39,1,1,1,2013_15068,4.27980889,4.27980889,0.203518895,53.05863014,1.2846946479999999
499,499,1,1,1,2016_85015,4.315590845,4.315590845,0.2195679,65.96671269,1.302319627
450,450,0,1,1,2014_45612,3.870967742,3.870967742,0.225806452,66.41,1.258064516
150,150,0,1,1,2013_15235,4.3183501380000004,4.3183501380000004,0.21732939699999998,44.86634259,1.298251316
229,229,1,1,1,2014_28208,4.348195723,4.348195723,0.23774602600000003,57.32311994,1.30488224
176,176,0,1,1,2017_28034,4.344345421,4.344345421,0.22394664399999997,67.90822581,1.301209826
689,689,0,1,1,2015_89502,4.370829925,4.370829925,0.211748369,75.91833333,1.2976199720000001
255,255,1,1,1,2014_28217,4.314417205,4.314417205,0.22106629100000003,56.85909415,1.29591454
5,5,1,1,1,2017_11433,4.350898078,4.350898078,0.239025303,75.83,1.317139823
506,506,0,1,1,2014_85023,4.270698966,4.270698966,0.215871741,54.74587636,1.292977015
577,577,0,1,1,2015_85301,4.308483162,4.308483162,0.21873058399999998,66.00659733,1.296931067
179,179,0,1,1,2015_28052,4.365744502,4.365744502,0.219791927,63.63540146,1.300594895
457,457,1,1,1,2014_53713,4.369731624,4.369731624,0.23715138100000002,46.27459596,1.313096332
533,533,1,1,1,2017_85041,4.350627454,4.350627454,0.22275106600000003,67.67747489,1.309906325
606,606,1,1,1,2017_85350,3.821428571,3.821428571,0.107142857,99.57,1.107142857
68,68,1,1,1,2015_15120,4.328670211,4.328670211,0.227776371,58.71221282,1.2996899240000002
155,155,1,1,1,2017_16502,4.095238095,4.095238095,0.206349206,92.53,1.19047619
537,537,0,1,1,2016_85043,4.333139421,4.333139421,0.22911530800000002,61.73293165,1.310375628
220,220,1,1,1,2014_28205,4.345179224,4.345179224,0.225214412,59.94969697,1.294649058
557,557,1,1,1,2016_85203,4.3427592960000005,4.3427592960000005,0.22253047,66.25602367,1.31424119
525,525,1,1,1,2014_85037,4.255973139,4.255973139,0.21209911399999998,62.90815287,1.285019964
145,145,1,1,1,2015_15223,4.373615244,4.373615244,0.225668024,53.64787234,1.316295956
124,124,1,1,1,2016_15207,4.346683291000001,4.346683291000001,0.232471045,57.76509434,1.3084989059999999
485,485,0,1,1,2017_61866,4.336671863,4.336671863,0.220334051,70.34244444,1.294623765
133,133,1,1,1,2015_15212,4.358342605,4.358342605,0.229796726,56.61699194,1.307224936
586,586,0,1,1,2014_85307,4.3033122619999995,4.3033122619999995,0.210371803,54.813394499999994,1.3014866809999999
521,521,1,1,1,2015_85035,4.2607204030000005,4.2607204030000005,0.210242553,67.1853322,1.28555534
612,612,0,1,1,2015_85363,4.354531426,4.354531426,0.22546406,64.96972973,1.302636032
137,137,0,1,1,2014_15214,4.205582903,4.205582903,0.218683545,8.863333333,1.308557019
563,563,1,1,1,2017_85205,4.348144545,4.348144545,0.22371044399999998,67.14059245,1.3101413929999999
594,594,0,1,1,2017_85323,4.319846476,4.319846476,0.222924398,66.88093313,1.3084248440000001
581,581,1,1,1,2014_85303,4.257090241,4.257090241,0.21308849800000002,59.74614525,1.293598392
125,125,1,1,1,2017_15207,4.381638816000001,4.381638816000001,0.22465449,66.92778481,1.304605882
422,422,0,1,1,2016_44146,4.311761253,4.311761253,0.222740885,53.85775801,1.305933642
331,331,0,1,1,2013_44106,4.400686296,4.400686296,0.23969703899999997,51.86841053,1.321184596
319,319,0,1,1,2016_44103,4.317670161000001,4.317670161000001,0.218125942,64.46259259,1.2918690990000001
490,490,1,1,1,2017_85007,4.441261821,4.441261821,0.229193598,63.45417089,1.313914055
584,584,0,1,1,2017_85303,4.306201135,4.306201135,0.215131381,67.23012862,1.301997074
681,681,0,1,1,2017_89146,4.377063478999999,4.377063478999999,0.21679780899999998,69.8612194,1.302082524
278,278,1,1,1,2015_29730,4.331832627,4.331832627,0.21798694300000002,62.52626582,1.295741282
312,312,0,1,1,2014_44102,4.331545026000001,4.331545026000001,0.21877179300000002,59.5372418,1.291121988
105,105,0,1,1,2017_15145,4.2874366219999995,4.2874366219999995,0.212722191,63.93083333,1.304938036
324,324,1,1,1,2016_44104,4.263250901,4.263250901,0.221881566,73.94,1.284822498
644,644,0,1,1,2014_89108,4.284859453999999,4.284859453999999,0.21639018,62.58922760000001,1.294635921
655,655,1,1,1,2015_89115,4.266912877,4.266912877,0.211875462,57.90457527,1.2966205659999999
156,156,0,1,1,2014_22827,4.25862069,4.25862069,0.20689655199999998,93.54,1.2068965520000001
232,232,0,1,1,2017_28208,4.372881608999999,4.372881608999999,0.23363699100000002,64.30991886,1.306970424
554,554,1,1,1,2013_85203,4.321090031000001,4.321090031000001,0.221944456,55.72022222,1.304969771
361,361,0,1,1,2013_44119,4.380569835,4.380569835,0.22195602899999997,57.82784314,1.303435506
274,274,0,1,1,2015_29720,4.133707763,4.133707763,0.22160068800000002,71.28,1.246059426
358,358,1,1,1,2015_44117,4.2723681330000005,4.2723681330000005,0.206861278,74.22058824,1.2899956320000001
153,153,1,1,1,2015_16502,4.190747648,4.190747648,0.186678817,92.22,1.2086547429999999
84,84,0,1,1,2014_15133,4.627556403,4.627556403,0.263847449,71.8075,1.361892761
34,34,1,1,1,2013_15067,4.306122449,4.306122449,0.22448979600000002,51.18,1.1836734690000001
452,452,0,1,1,2013_53703,4.385230697,4.385230697,0.236679594,49.96367352,1.304914984
266,266,0,1,1,2015_29204,4.121506708,4.121506708,0.179586298,63.5075,1.255279512
590,590,0,0,1,2013_85323,4.2841644830000005,4.2841644830000005,0.21641734399999998,57.42860424,1.290006494
50,50,0,0,0,2014_15104,4.3328283480000005,4.3328283480000005,0.220640102,47.82137931,1.297607573
543,543,0,0,0,2017_85051,4.346279563,4.346279563,0.223370855,67.28917127,1.306031673
99,99,0,0,0,2016_15144,4.350319903,4.350319903,0.207844223,62.53022222,1.2741015359999999
439,439,0,0,1,2013_44312,5.260869565,5.260869565,0.245819398,70.735,1.573578595
218,218,0,0,0,2017_28164,4.27845909,4.27845909,0.2130993,75.78609756,1.259764121
637,637,0,0,0,2017_89104,4.340100755,4.340100755,0.220666523,68.30522409,1.3069053309999998
679,679,0,0,0,2015_89146,4.338604335,4.338604335,0.21431186600000002,65.40601248,1.295209177
21,21,0,0,0,2014_15035,4.347814593,4.347814593,0.239022342,58.004,1.31102585
652,652,0,0,0,2017_89110,4.316676333,4.316676333,0.215357025,70.8108169,1.304536922
676,676,0,0,0,2016_89142,4.212726218999999,4.212726218999999,0.203388067,72.55049351,1.2756532170000001
559,559,0,0,0,2013_85205,4.292091114,4.292091114,0.218658355,55.81953361,1.2927766040000002
583,583,0,0,1,2016_85303,4.288688626,4.288688626,0.21575085600000002,63.90069204,1.3013746990000001
23,23,0,0,0,2016_15035,4.440107607,4.440107607,0.255756223,62.32888889,1.405096428
294,294,0,0,1,2017_44035,4.353274165,4.353274165,0.228225893,69.11372642,1.3139618690000001
367,367,0,0,1,2014_44120,4.722313798,4.722313798,0.244649261,56.51219048,1.328303168
334,334,0,0,0,2016_44106,4.473100691,4.473100691,0.246586942,63.43846793,1.338533241
600,600,0,0,1,2013_85345,4.273371414,4.273371414,0.21620017800000002,55.37526024,1.292909355
617,617,0,0,1,2013_89015,4.243680221,4.243680221,0.215151405,42.06086695,1.278046348
627,627,0,0,0,2017_89101,4.365326297,4.365326297,0.22576971,66.87773334,1.308289567
102,102,0,0,0,2014_15145,4.300957454,4.300957454,0.237837894,47.48388889,1.3157778629999999
94,94,0,0,0,2015_15140,4.094503273,4.094503273,0.17356565300000001,73.01666667,1.209835066
536,536,0,0,0,2015_85043,4.298988095,4.298988095,0.21820251300000001,62.06983368,1.297397458
135,135,0,0,0,2017_15212,4.37625999,4.37625999,0.233135588,61.8769978,1.315560855
475,475,0,0,1,2016_61802,4.344265501000001,4.344265501000001,0.22805546699999998,60.65221477,1.31323733
329,329,0,0,0,2016_44105,4.367442583,4.367442583,0.234003954,68.66551020000001,1.304727523
172,172,0,0,0,2013_28034,4.471433047,4.471433047,0.231182022,73.31111111,1.253296775
284,284,0,0,1,2016_29745,4.097954034,4.097954034,0.178846455,63.20428571,1.2474343940000001
315,315,0,0,0,2017_44102,4.3993560160000005,4.3993560160000005,0.234650406,67.73489487,1.3155093409999998
391,391,0,0,1,2014_44129,4.338785992,4.338785992,0.228264165,58.69028634,1.298483285
393,393,0,0,1,2013_44132,4.309626891000001,4.309626891000001,0.215714601,25.7975,1.275331052
418,418,0,0,0,2017_44144,4.31740211,4.31740211,0.213429242,66.790125,1.2946683
607,607,0,0,0,2013_85353,4.283773846,4.283773846,0.213303391,66.05204678,1.277465322
534,534,0,0,1,2013_85043,4.315249766,4.315249766,0.220064974,54.30068027,1.284651815
425,425,0,0,0,2014_44203,4.4001040410000005,4.4001040410000005,0.237564217,23.76590909,1.320184813
360,360,0,0,0,2017_44117,4.289317628,4.289317628,0.220147719,75.68166667,1.29850246
256,256,0,0,1,2015_28217,4.320895364,4.320895364,0.22080169600000002,62.29324234,1.2999332890000002
62,62,0,0,0,2014_15112,4.140285413,4.140285413,0.194277125,-14.7125,1.242150805
61,61,0,0,0,2013_15112,4.648239907,4.648239907,0.203608199,54.52,1.2778245940000001
282,282,0,0,1,2014_29745,4.477563151,4.477563151,0.26928527399999996,46.903,1.351832439
158,158,0,0,0,2014_23231,4.434420456000001,4.434420456000001,0.252386056,69.18,1.336860103
260,260,0,0,0,2015_28227,4.329695462,4.329695462,0.22433492800000002,63.15799492,1.311912333
242,242,0,0,1,2017_28213,4.343112304,4.343112304,0.224492566,69.07483908,1.306457156
489,489,0,0,0,2016_85007,4.383783959,4.383783959,0.229237,62.51762743,1.3180802090000001
231,231,0,0,1,2016_28208,4.351360772,4.351360772,0.233640414,64.67698413,1.306596933
469,469,0,0,0,2014_61801,4.373184835,4.373184835,0.227317253,65.33174432,1.3089239879999999
190,190,0,0,0,2016_28081,4.37426238,4.37426238,0.229100805,63.80283582,1.3250687490000002
440,440,0,0,0,2017_44312,3.5909090910000003,3.5909090910000003,0.090909091,94.15,1.181818182
653,653,0,0,1,2013_89115,4.25842291,4.25842291,0.212106883,47.30892562,1.285855733
540,540,0,0,1,2014_85051,4.271382455,4.271382455,0.214390048,60.71233333,1.283720296
309,309,0,0,0,2017_44055,4.632301877,4.632301877,0.243027943,51.629375,1.389618044
410,410,0,0,1,2014_44142,4.216873533,4.216873533,0.21706558399999998,44.92814159,1.2945051890000001
29,29,0,0,0,2017_15045,4.522421886,4.522421886,0.25219306399999997,72.00833333,1.388432506
118,118,0,0,0,2015_15204,4.49414746,4.49414746,0.245564064,44.42428571,1.375182137
202,202,0,0,0,2013_28112,4.381550892,4.381550892,0.288239255,63.885,1.378015935
468,468,0,0,0,2013_61801,4.368898843,4.368898843,0.226533138,57.39826401,1.3040658
336,336,0,0,1,2013_44109,4.292715988,4.292715988,0.219746582,50.37251724,1.289965014
685,685,0,0,0,2016_89156,4.31175396,4.31175396,0.221701483,66.210553,1.3048707590000002
354,354,0,0,1,2016_44112,4.281865541,4.281865541,0.21033022899999998,62.54222222,1.281941494
185,185,0,0,1,2016_28054,4.308501001000001,4.308501001000001,0.218048747,68.24238311,1.299804669
662,662,0,0,0,2017_89119,4.347925002,4.347925002,0.22401000399999998,66.43568552,1.307952534
240,240,0,0,1,2015_28213,4.323325712,4.323325712,0.219736913,65.38697387,1.3019802440000001
463,463,0,0,0,2015_53714,4.372164385,4.372164385,0.23365972,57.36803279,1.3140928809999999
307,307,0,0,0,2015_44055,4.450197742,4.450197742,0.220982418,76.76625,1.276093234
262,262,0,0,1,2017_28227,4.341734843999999,4.341734843999999,0.224361095,66.05764757,1.313277648
230,230,0,0,1,2015_28208,4.343135076,4.343135076,0.236620787,63.51637666,1.3029688
252,252,0,0,0,2016_28216,4.329960255,4.329960255,0.225430527,66.79398942,1.307411232
636,636,0,0,1,2016_89104,4.323633636,4.323633636,0.216627577,66.17881673,1.298758579
487,487,0,0,1,2014_85007,4.338862000000001,4.338862000000001,0.221733188,57.51135303,1.300437209
651,651,0,0,0,2016_89110,4.257058645,4.257058645,0.210122582,68.97397656,1.291460147
141,141,0,0,0,2013_15221,4.34739302,4.34739302,0.230041632,40.16298507,1.302696695
397,397,0,0,0,2017_44132,4.520211862,4.520211862,0.241042681,60.53925,1.3463032259999999
643,643,0,0,0,2013_89108,4.235022268,4.235022268,0.208462902,55.30964655,1.275955683
431,431,0,0,0,2015_44266,4.168064327,4.168064327,0.195869557,73.11555556,1.2678869879999999
183,183,0,0,0,2014_28054,4.324616252,4.324616252,0.22173404600000002,63.6766756,1.295964922
175,175,0,0,1,2016_28034,4.377232479,4.377232479,0.23507935100000002,64.85666667,1.321774104
706,706,0,0,0,2015_95966,4.279939873,4.279939873,0.224268434,6.196764706000001,1.324533265
444,444,0,0,0,2017_44314,4.225857633,4.225857633,0.203001309,72.92625,1.258795775
1,1,0,0,0,2016_15240,4.196362269,4.196362269,0.19479347600000002,48.44384615,1.297611504
500,500,0,0,0,2017_85015,4.329903355,4.329903355,0.22080572699999998,67.90339535,1.306710415
18,18,0,0,0,2015_15034,4.530591871,4.530591871,0.249975798,61.18555556,1.364646611
148,148,0,0,0,2014_15226,4.2977527019999995,4.2977527019999995,0.215768568,45.43,1.28974759
126,126,0,0,0,2013_15210,4.289376711,4.289376711,0.225294136,41.08323077,1.287254152
228,228,0,0,1,2013_28208,4.321844685,4.321844685,0.232696548,51.21105473,1.292845602
277,277,0,0,0,2014_29730,4.2355263789999995,4.2355263789999995,0.211150335,61.93825,1.277296035
100,100,0,0,0,2017_15144,4.457694987,4.457694987,0.23502301,69.03952381,1.330208698
566,566,0,0,1,2014_85208,4.282016794,4.282016794,0.20926484,54.006296299999995,1.298006781
382,382,0,0,0,2014_44127,3.946455939,3.946455939,0.151746242,53.69333333,1.219223401
180,180,0,0,0,2016_28052,4.3794463210000005,4.3794463210000005,0.231695051,63.11802158,1.320506157
147,147,0,0,0,2017_15223,4.380861208,4.380861208,0.23548104399999997,61.32828283,1.320208098
459,459,0,0,0,2016_53713,4.343066863,4.343066863,0.23030421,58.0565,1.31161714
134,134,0,0,1,2016_15212,4.3501520639999995,4.3501520639999995,0.22960768199999998,60.55316872,1.305891865
646,646,0,0,0,2016_89108,4.298800287,4.298800287,0.218781855,67.64838792,1.297603925
589,589,0,0,0,2017_85307,4.281024228,4.281024228,0.21498762600000001,64.6879798,1.297112601
318,318,0,0,1,2015_44103,4.294477345,4.294477345,0.223017212,64.52267045,1.289044038
477,477,0,0,1,2014_61820,4.371699339,4.371699339,0.22943720000000004,65.66945146,1.307891092
204,204,0,0,0,2016_28112,4.238896187,4.238896187,0.24969874399999997,33.702,1.327950302
16,16,0,0,1,2013_15034,4.216572461,4.216572461,0.171083948,-64.95,1.25915294
609,609,0,0,0,2015_85353,4.2730676569999995,4.2730676569999995,0.209421608,67.25848018,1.286006014
201,201,0,0,0,2017_28098,4.467877753,4.467877753,0.23971055600000002,76.205625,1.316951335
305,305,0,0,1,2013_44055,4.197565195,4.197565195,0.195319086,72.204,1.289058422
142,142,0,0,0,2014_15221,4.373819731,4.373819731,0.23542454699999998,43.25009615,1.3145002270000001
328,328,0,0,1,2015_44105,4.342155062,4.342155062,0.226082543,57.8165,1.307437152
88,88,0,0,0,2013_15137,4.19016797,4.19016797,0.20996953,28.805,1.284872808
542,542,0,0,1,2016_85051,4.310693197,4.310693197,0.21891645899999998,66.56069869,1.2957902479999999
572,572,0,0,1,2015_85281,4.34566831,4.34566831,0.224736672,66.26858223,1.304259955
166,166,0,0,1,2014_28025,4.345809339,4.345809339,0.22370052899999998,58.71531746,1.297697794
686,686,0,0,0,2017_89156,4.28731286,4.28731286,0.20795224899999998,68.78207273,1.2913639829999999
498,498,0,0,1,2015_85015,4.296667635,4.296667635,0.21505767899999997,64.18987994,1.2933042209999999
